time,price,bid2_vol,ask2_vol,live_vol,price_change,volume_change
2025-05-21 09:23:06+08:00,42.1,4803,2147483648,14041,0.0,0.043707723184419844
2025-05-21 09:23:09+08:00,42.1,9503,2147483648,14041,0.0,0.0
2025-05-21 09:23:24+08:00,42.1,9703,2147483648,14041,0.0,0.0
2025-05-21 09:23:36+08:00,42.1,10503,2147483648,14241,0.0,0.014243999715120026
2025-05-21 09:23:39+08:00,42.1,10403,2147483648,14641,0.0,0.02808791517449616
2025-05-21 09:23:45+08:00,42.1,9422,2147483648,15622,0.0,0.06700361997131354
2025-05-21 09:23:51+08:00,42.1,8922,2147483648,16122,0.0,0.032006145179874546
2025-05-21 09:23:54+08:00,42.1,8029,2147483648,17015,0.0,0.0553901501054459
2025-05-21 09:23:57+08:00,42.1,8239,2147483648,17015,0.0,0.0
2025-05-21 09:24:03+08:00,42.1,8439,2147483648,17015,0.0,0.0
2025-05-21 09:24:12+08:00,41.99,2147483648,311,44992,-0.002612826603325402,1.6442550690567148
2025-05-21 09:24:15+08:00,41.99,2147483648,237,45344,0.0,0.007823613086771042
2025-05-21 09:24:18+08:00,42.0,2147483648,521,46552,0.000238151940938236,0.026640790402258308
2025-05-21 09:24:21+08:00,42.0,2147483648,821,46552,0.0,0.0
2025-05-21 09:24:24+08:00,41.99,2147483648,329,46552,-0.00023809523809514843,0.0
2025-05-21 09:24:30+08:00,41.99,2147483648,129,46752,0.0,0.00429627083691364
2025-05-21 09:24:33+08:00,42.06,3116,2147483648,49147,0.001667063586568318,0.051227754962354544
2025-05-21 09:24:36+08:00,42.06,2716,2147483648,50147,0.0,0.02034712189960719
2025-05-21 09:24:39+08:00,41.99,2147483648,980,53401,-0.0016642891107940816,0.06488922567651101
2025-05-21 09:24:42+08:00,41.91,2147483648,85,55801,-0.0019052155275066651,0.04494297859590635
2025-05-21 09:24:45+08:00,41.88,847,2147483648,58554,-0.0007158196134572359,0.04933603340441928
2025-05-21 09:24:48+08:00,41.93,2147483648,2980,61401,0.0011938872970391756,0.048621785018956754
2025-05-21 09:24:51+08:00,42.1,688,2147483648,70576,0.004054376341521726,0.14942753375352202
2025-05-21 09:24:54+08:00,42.1,29191,2147483648,73192,0.0,0.03706642484697342
2025-05-21 09:24:57+08:00,42.16,8718,2147483648,73192,0.00142517814726828,0.0
2025-05-21 09:25:00+08:00,42.73,6211,2147483648,85736,0.013519924098671643,0.1713848508033664
